Change_Order_ID,Project_ID,Change_Number,Change_Title,Change_Category,Initiating_Party,Discipline,Change_Type,Originating_Source,Identified_Date,Submitted_Date,Required_Decision_Date,First_Decision_Date,Approved_Date,Closed_Date,Change_Status,Submitted_Value,Negotiated_Value,Approved_Value,Requested_Schedule_Days,Approved_Schedule_Days,Revision_Count,Pricing_Status,Authorization_Type,Forecast_Incorporated_Date,Cost_Code_Group
CO-01015,PRJ-082,CO-001,Owner-Directed Change - Mechanical Area A8,Owner-Directed Change,Owner,Mechanical,Zero-Cost,Owner Request,2024-07-08,2024-07-10,2024-07-30,2024-07-26,2024-08-04,2024-08-10,Approved,0,0,0,0,0,0,Final,Owner Authorization,2024-08-31,Metals
CO-01016,PRJ-082,CO-002,Owner-Directed Change - Plumbing Area B7,Owner-Directed Change,Owner,Plumbing,Additive,Owner Request,2025-07-08,2025-07-26,2025-08-15,2025-08-05,2025-08-14,2025-08-21,Approved,331000,307000,306000,0,0,0,Final,Owner Authorization,2025-08-16,Equipment
CO-01017,PRJ-082,CO-003,Owner-Directed Change - Mechanical Area A6,Owner-Directed Change,Owner,Mechanical,Additive,Owner Request,2023-07-20,2023-08-03,2023-08-23,2023-08-11,,,Pending,274000,,,0,0,0,Negotiating,None,,MEP
CO-01018,PRJ-082,CO-004,Owner-Directed Change - Mechanical Area A4,Owner-Directed Change,Owner,Mechanical,Additive,Owner Request,2025-11-09,2025-11-12,2025-12-02,2025-12-01,2025-12-23,2025-12-29,Approved,85000,79000,77000,0,0,1,Final,Owner Authorization,2025-12-27,Metals
CO-01019,PRJ-082,CO-005,Value Engineering - Plumbing Area D3,Value Engineering,General Contractor,Plumbing,Additive,Submittal Review,2024-11-05,2024-11-12,2024-12-02,2024-11-19,2024-12-01,2024-12-11,Approved,84000,71000,72000,0,0,0,Final,Executed Change Order,2024-12-10,Interiors
CO-01020,PRJ-082,CO-006,Owner-Directed Change - Electrical Area B4,Owner-Directed Change,Owner,Electrical,Time Only,Owner Request,2023-09-30,2023-10-08,2023-10-28,2023-10-15,2023-10-27,2023-11-06,Approved,0,0,0,17,14,0,Final,Owner Authorization,2023-10-31,Concrete
CO-01021,PRJ-082,CO-007,Unforeseen Condition - Electrical Area C7,Unforeseen Condition,Engineer,Electrical,Additive,RFI,2025-10-18,2025-10-24,2025-11-13,2025-10-30,2025-11-04,2025-11-13,Approved,267000,207000,203000,0,0,0,Final,Field Directive,2025-11-08,Concrete
CO-01022,PRJ-082,CO-008,Value Engineering - Specialty Systems Area A10,Value Engineering,Engineer,Specialty Systems,Additive,Schedule Recovery,2024-10-10,2024-10-15,2024-11-04,2024-10-21,2024-10-26,2024-10-31,Approved,341000,306000,300000,0,0,0,Final,Executed Change Order,,Sitework
CO-01023,PRJ-082,CO-009,Design Error or Omission - Mechanical Area D6,Design Error or Omission,General Contractor,Mechanical,Deductive,Submittal Review,2025-06-01,2025-06-10,2025-06-30,2025-07-01,,2025-07-19,Withdrawn,-911000,,0,0,0,1,Submitted,None,,MEP
CO-01024,PRJ-082,CO-010,Value Engineering - Structural Area B4,Value Engineering,General Contractor,Structural,Additive,RFI,2023-09-19,2023-09-21,2023-10-11,2023-09-24,2023-09-26,2023-10-05,Approved,146000,112000,109000,14,11,0,Final,Construction Change Directive,2023-09-28,Equipment
CO-01025,PRJ-082,CO-011,Design Error or Omission - Structural Area C8,Design Error or Omission,Engineer,Structural,Additive,RFI,2025-01-21,2025-01-28,2025-02-17,2025-02-14,,,Pending,756000,,,0,0,1,Pricing in Progress,None,,Envelope
CO-01026,PRJ-083,CO-001,Schedule Acceleration - Architectural Area B8,Schedule Acceleration,Engineer,Architectural,Additive,Schedule Recovery,2023-01-09,2023-01-21,2023-02-10,2023-03-02,2023-03-28,2023-04-04,Approved,58000,54000,53000,0,0,0,Final,Construction Change Directive,2023-03-31,MEP
CO-01027,PRJ-083,CO-002,Schedule Acceleration - Civil Area C4,Schedule Acceleration,Owner,Civil,Additive,RFI,2023-11-02,2023-11-12,2023-12-02,2023-11-15,2023-11-22,2023-11-29,Approved,87000,83000,81000,0,0,0,Final,Owner Authorization,2023-11-24,Interiors
CO-01028,PRJ-083,CO-003,Design Error or Omission - General Area A4,Design Error or Omission,Architect,General,Deductive,RFI,2022-11-24,2022-12-08,2022-12-28,2022-12-25,2023-01-02,2023-01-11,Approved,-54000,-56000,-56000,6,5,1,Final,Owner Authorization,2023-01-04,Metals
CO-01029,PRJ-083,CO-004,Unforeseen Condition - Controls Area D6,Unforeseen Condition,Construction Manager,Controls,Additive,Field Condition,2023-05-13,2023-05-22,2023-06-11,2023-05-29,,2023-06-14,Rejected,39000,26000,0,0,0,1,Final,None,,MEP
CO-01030,PRJ-083,CO-005,Design Error or Omission - Mechanical Area C9,Design Error or Omission,Engineer,Mechanical,Additive,RFI,2024-04-18,2024-04-20,2024-05-10,2024-04-30,,2024-05-18,Rejected,54000,42000,0,0,0,0,Final,None,,Specialties
CO-01031,PRJ-083,CO-006,Design Error or Omission - Civil Area C1,Design Error or Omission,Architect,Civil,Zero-Cost,RFI,2023-12-21,2023-12-27,2024-01-16,2024-01-02,2024-01-15,2024-01-20,Approved,0,0,0,3,2,0,Final,Executed Change Order,2024-01-23,Metals
CO-01032,PRJ-083,CO-007,Value Engineering - Structural Area B2,Value Engineering,Owner,Structural,Zero-Cost,Schedule Recovery,2024-03-06,2024-03-15,2024-04-04,2024-03-19,,2024-03-24,Withdrawn,0,,0,0,0,0,ROM,None,,Equipment
CO-01033,PRJ-083,CO-008,Owner-Directed Change - Structural Area C5,Owner-Directed Change,Owner,Structural,Additive,Owner Request,2024-09-23,2024-10-09,2024-10-29,2024-11-01,2024-11-11,2024-11-17,Approved,32000,31000,31000,35,24,1,Final,Owner Authorization,,Envelope
CO-01034,PRJ-083,CO-009,Schedule Acceleration - Mechanical Area B8,Schedule Acceleration,General Contractor,Mechanical,Additive,RFI,2023-04-17,2023-04-21,2023-05-11,2023-05-07,2023-06-02,2023-06-07,Approved,54000,56000,54000,0,0,1,Final,Owner Authorization,2023-06-13,MEP
CO-01035,PRJ-084,CO-001,Design Error or Omission - Mechanical Area D5,Design Error or Omission,Architect,Mechanical,Time Only,RFI,2025-04-25,2025-04-30,2025-05-20,2025-05-09,,,Pending,0,0,,11,0,0,Pricing in Progress,None,,General Conditions
CO-01036,PRJ-084,CO-002,Owner-Directed Change - Structural Area B9,Owner-Directed Change,Owner,Structural,Additive,Owner Request,2024-03-16,2024-03-21,2024-04-10,2024-03-27,2024-04-07,2024-04-09,Approved,197000,178000,177000,14,10,0,Final,Owner Authorization,2024-04-14,Concrete
CO-01037,PRJ-084,CO-003,Scope Clarification - Electrical Area D5,Scope Clarification,Authority Having Jurisdiction,Electrical,Additive,Owner Request,2024-10-17,2024-10-22,2024-11-11,2024-10-26,2024-11-02,2024-11-12,Approved,551000,469000,454000,0,0,0,Final,Owner Authorization,2024-11-07,Interiors
CO-01038,PRJ-084,CO-004,Value Engineering - Plumbing Area A4,Value Engineering,Owner,Plumbing,Time Only,RFI,2024-04-14,2024-04-18,2024-05-08,2024-04-21,2024-04-27,2024-05-01,Approved,0,0,0,3,1,0,Final,Construction Change Directive,2024-04-30,MEP
CO-01039,PRJ-084,CO-005,Substitution - Architectural Area C4,Substitution,Construction Manager,Architectural,Additive,Field Condition,2025-09-14,2025-09-19,2025-10-09,2025-09-30,2025-10-06,2025-10-15,Approved,163000,162000,164000,0,0,1,Final,Owner Authorization,2025-10-11,Envelope
CO-01040,PRJ-084,CO-006,Unforeseen Condition - Structural Area A3,Unforeseen Condition,Construction Manager,Structural,Additive,Field Condition,2024-02-16,2024-02-25,2024-03-16,2024-03-06,2024-03-16,2024-03-25,Approved,46000,41000,41000,0,0,0,Final,Owner Authorization,2024-03-19,Sitework
CO-01041,PRJ-084,CO-007,Design Error or Omission - Specialty Systems Area D6,Design Error or Omission,Construction Manager,Specialty Systems,Additive,Submittal Review,2024-08-22,2024-08-27,2024-09-16,2024-09-04,,2024-09-17,Withdrawn,760000,,0,0,0,0,Pricing in Progress,None,,General Conditions
CO-01042,PRJ-084,CO-008,Substitution - Structural Area D9,Substitution,Owner,Structural,Additive,RFI,2025-09-29,2025-10-02,2025-10-22,2025-10-07,2025-10-13,2025-10-22,Approved,631000,546000,542000,0,0,0,Final,Construction Change Directive,2025-10-17,Envelope
CO-01043,PRJ-084,CO-009,Substitution - Specialty Systems Area A2,Substitution,Subcontractor,Specialty Systems,Additive,Owner Request,2025-03-05,2025-03-07,2025-03-27,2025-03-11,,,Pending,281000,,,0,0,0,Submitted,None,,MEP
CO-01044,PRJ-085,CO-001,Quantity Variation - Structural Area C1,Quantity Variation,Architect,Structural,Additive,Field Condition,2024-06-27,2024-07-01,2024-07-21,2024-07-18,,,Pending,133000,,,0,0,0,Pricing in Progress,None,,MEP
CO-01045,PRJ-085,CO-002,Schedule Acceleration - Specialty Systems Area C1,Schedule Acceleration,Owner,Specialty Systems,Additive,RFI,2024-10-16,2024-10-18,2024-11-07,2024-10-27,,2024-11-01,Withdrawn,70000,,0,0,0,0,Pricing in Progress,None,,Equipment
CO-01046,PRJ-085,CO-003,Schedule Acceleration - Electrical Area B5,Schedule Acceleration,Engineer,Electrical,Additive,Submittal Review,2025-04-30,2025-05-09,2025-05-29,2025-05-17,2025-05-28,2025-06-06,Approved,154000,125000,126000,3,2,0,Final,Executed Change Order,2025-06-02,General Conditions
CO-01047,PRJ-085,CO-004,Unforeseen Condition - Mechanical Area B7,Unforeseen Condition,Architect,Mechanical,Additive,Field Condition,2024-09-30,2024-10-04,2024-10-24,2024-10-12,,,Pending,218000,174000,,0,0,0,Pricing in Progress,None,,General Conditions
CO-01048,PRJ-085,CO-005,Value Engineering - Civil Area D7,Value Engineering,General Contractor,Civil,Additive,Submittal Review,2024-11-04,2024-11-06,2024-11-26,2024-11-14,,2024-11-19,Withdrawn,89000,,0,5,0,0,Pricing in Progress,None,,Metals
CO-01049,PRJ-085,CO-006,Scope Clarification - Electrical Area D10,Scope Clarification,General Contractor,Electrical,Deductive,Field Condition,2024-12-13,2024-12-18,2025-01-07,2024-12-23,2024-12-26,2025-01-05,Approved,-352000,-290000,-284000,0,0,0,Final,Executed Change Order,2024-12-30,Concrete
CO-01050,PRJ-085,CO-007,Schedule Acceleration - Electrical Area D9,Schedule Acceleration,General Contractor,Electrical,Additive,RFI,2024-03-12,2024-03-14,2024-04-03,2024-03-18,,2024-03-28,Rejected,137000,89000,0,0,0,0,Final,None,,Sitework
CO-01051,PRJ-085,CO-008,Value Engineering - Mechanical Area A7,Value Engineering,Authority Having Jurisdiction,Mechanical,Time Only,Submittal Review,2024-03-18,2024-03-20,2024-04-09,2024-03-27,2024-04-07,2024-04-09,Approved,0,0,0,8,5,1,Final,Owner Authorization,2024-04-17,Sitework
CO-01052,PRJ-085,CO-009,Owner-Directed Change - Structural Area A5,Owner-Directed Change,Owner,Structural,Additive,Owner Request,2025-03-05,2025-03-14,2025-04-03,2025-03-20,2025-03-29,2025-04-07,Approved,260000,237000,239000,0,0,1,Final,Owner Authorization,2025-03-31,MEP
CO-01053,PRJ-085,CO-010,Owner-Directed Change - Mechanical Area A7,Owner-Directed Change,Owner,Mechanical,Additive,Owner Request,2025-10-15,2025-10-18,2025-11-07,2025-10-24,2025-10-27,2025-11-05,Approved,154000,143000,142000,0,0,0,Final,Executed Change Order,2025-10-31,MEP
CO-01054,PRJ-085,CO-011,Design Error or Omission - Mechanical Area B10,Design Error or Omission,Engineer,Mechanical,Additive,RFI,2024-07-07,2024-07-11,2024-07-31,2024-07-29,,,Pending,625000,,,0,0,1,Pricing in Progress,None,,Concrete
CO-01055,PRJ-086,CO-001,Schedule Acceleration - General Area C4,Schedule Acceleration,Architect,General,Additive,Field Condition,2023-11-07,2023-11-13,2023-12-03,2023-12-08,2023-12-24,2024-01-02,Approved,2331000,2034000,2066000,0,0,1,Final,Owner Authorization,2023-12-28,MEP
CO-01056,PRJ-086,CO-002,Unforeseen Condition - Architectural Area A1,Unforeseen Condition,Engineer,Architectural,Additive,RFI,2022-04-03,2022-04-08,2022-04-28,2022-04-15,,2022-04-29,Rejected,358000,285000,0,0,0,0,Final,None,,MEP
CO-01057,PRJ-086,CO-003,Unforeseen Condition - General Area A6,Unforeseen Condition,General Contractor,General,Deductive,Field Condition,2024-02-18,2024-02-24,2024-03-15,2024-03-02,2024-03-07,2024-03-08,Approved,-761000,-710000,,0,0,0,Final,Executed Change Order,,Concrete
CO-01058,PRJ-086,CO-004,Value Engineering - Electrical Area D6,Value Engineering,Subcontractor,Electrical,Additive,Field Condition,2022-05-28,2022-06-09,2022-06-29,2022-06-13,,,Pending,144000,,,6,0,1,Pricing in Progress,None,,MEP
CO-01059,PRJ-086,CO-005,Value Engineering - Plumbing Area B3,Value Engineering,Architect,Plumbing,Additive,RFI,2023-05-27,2023-05-31,2023-06-20,2023-06-14,2023-06-23,2023-06-24,Approved,92000,71000,71000,12,10,0,Final,Executed Change Order,2023-06-26,Equipment
CO-01060,PRJ-086,CO-006,Value Engineering - Structural Area A3,Value Engineering,Subcontractor,Structural,Additive,Submittal Review,2022-11-21,2022-12-01,2022-12-21,2022-12-16,2022-12-24,2022-12-25,Approved,273000,272000,273000,6,5,2,Final,Executed Change Order,2023-01-04,General Conditions
CO-01061,PRJ-086,CO-007,Scope Clarification - Mechanical Area C8,Scope Clarification,Subcontractor,Mechanical,Additive,Design Revision,2023-03-14,2023-03-28,2023-04-17,2023-04-02,2023-04-08,2023-04-11,Approved,906000,768000,765000,0,0,0,Final,Executed Change Order,2023-04-10,MEP
CO-01062,PRJ-086,CO-008,Design Error or Omission - Structural Area B2,Design Error or Omission,Owner,Structural,Deductive,RFI,2024-04-15,2024-04-27,2024-05-17,2024-05-08,,,Pending,-589000,-565000,,2,0,1,Pricing in Progress,None,,MEP
CO-01063,PRJ-086,CO-009,Substitution - Electrical Area C3,Substitution,Owner,Electrical,Additive,Design Revision,2022-10-14,2022-10-18,2022-11-07,2022-11-04,2022-11-12,2022-11-14,Approved,277000,228000,229000,0,0,1,Final,Owner Authorization,,Specialties
CO-01064,PRJ-086,CO-010,Design Error or Omission - Civil Area A8,Design Error or Omission,Engineer,Civil,Additive,Design Revision,2024-08-02,2024-08-07,2024-08-27,2024-08-15,,,Pending,28000,22000,,0,0,1,Pricing in Progress,None,,Interiors
CO-01065,PRJ-086,CO-011,Unforeseen Condition - Controls Area A1,Unforeseen Condition,Owner,Controls,Zero-Cost,RFI,2022-10-28,2022-11-07,2022-11-27,2022-11-22,,2022-12-01,Withdrawn,0,,0,16,0,1,Submitted,None,,Envelope
CO-01066,PRJ-087,CO-001,Substitution - Controls Area C4,Substitution,Owner,Controls,Additive,Schedule Recovery,2025-05-18,2025-05-26,2025-06-15,2025-06-07,,,Pending,27000,26000,,0,0,0,ROM,None,,Envelope
CO-01067,PRJ-087,CO-002,Unforeseen Condition - Structural Area C6,Unforeseen Condition,General Contractor,Structural,Additive,Field Condition,2024-07-30,2024-08-12,2024-09-01,2024-09-04,2024-09-22,2024-09-25,Approved,17000,15000,15000,0,0,0,Final,Construction Change Directive,2024-10-01,Specialties
CO-01068,PRJ-087,CO-003,Scope Clarification - Controls Area B3,Scope Clarification,General Contractor,Controls,Additive,RFI,2025-01-07,2025-01-10,2025-01-30,2025-01-25,2025-02-01,2025-02-07,Approved,19000,17000,17000,1,0,0,Final,Field Directive,2025-02-13,Metals
CO-01069,PRJ-087,CO-004,Scope Clarification - Fire Protection Area B7,Scope Clarification,Construction Manager,Fire Protection,Additive,Schedule Recovery,2024-11-28,2024-12-04,2024-12-24,2024-12-09,,2024-12-20,Rejected,7100,3700,0,0,0,0,Final,None,,Envelope
CO-01070,PRJ-087,CO-005,Value Engineering - Fire Protection Area D4,Value Engineering,Owner,Fire Protection,Additive,RFI,2023-10-16,2023-10-20,2023-11-09,2023-10-27,2023-11-03,2023-11-13,Approved,74000,62000,61000,0,0,0,Final,Owner Authorization,2023-11-10,General Conditions
CO-01071,PRJ-087,CO-006,Unforeseen Condition - Electrical Area B7,Unforeseen Condition,General Contractor,Electrical,Additive,Field Condition,2024-02-13,2024-02-18,2024-03-09,2024-03-08,,,Pending,242000,,,0,0,0,Submitted,None,,General Conditions
CO-01072,PRJ-087,CO-007,Quantity Variation - General Area D8,Quantity Variation,Owner,General,Additive,Submittal Review,2024-08-13,2024-08-19,2024-09-08,2024-08-27,,,Pending,38000,34000,,0,0,1,Submitted,None,,Metals
CO-01073,PRJ-087,CO-008,Code or Regulatory Requirement - Electrical Area C10,Code or Regulatory Requirement,Subcontractor,Electrical,Deductive,Owner Request,2023-11-05,2023-11-14,2023-12-04,2023-11-25,,2023-12-01,Withdrawn,-133000,,0,0,0,0,ROM,None,,Concrete
CO-01074,PRJ-087,CO-009,Value Engineering - Plumbing Area D9,Value Engineering,Architect,Plumbing,Deductive,RFI,2024-01-31,2024-02-26,2024-03-17,2024-03-31,2024-05-25,2024-06-04,Approved,-11000,-9000,-8900,8,5,1,Final,Executed Change Order,2024-05-28,General Conditions
CO-01075,PRJ-087,CO-010,Unforeseen Condition - Specialty Systems Area B1,Unforeseen Condition,Subcontractor,Specialty Systems,Time Only,Field Condition,2024-01-28,2024-02-02,2024-02-22,2024-02-07,2024-02-16,2024-02-20,Approved,0,0,0,2,1,0,Final,Executed Change Order,2024-02-27,Envelope
CO-01076,PRJ-087,CO-011,Substitution - Plumbing Area A5,Substitution,Authority Having Jurisdiction,Plumbing,Time Only,Field Condition,2025-08-27,2025-09-06,2025-09-26,2025-09-19,2025-10-14,2025-10-23,Approved,0,0,0,5,4,0,Final,Executed Change Order,2025-10-27,General Conditions
CO-01077,PRJ-088,CO-001,Unforeseen Condition - Controls Area B2,Unforeseen Condition,General Contractor,Controls,Additive,Field Condition,2024-07-21,2024-07-25,2024-08-14,2024-08-05,2024-08-13,2024-08-16,Approved,695000,618000,625000,0,0,0,Final,Executed Change Order,2024-08-16,Sitework
CO-01078,PRJ-088,CO-002,Substitution - Mechanical Area C4,Substitution,Authority Having Jurisdiction,Mechanical,Additive,Submittal Review,2024-02-28,2024-03-02,2024-03-22,2024-03-10,2024-03-01,2024-03-26,Approved,2170000,1773000,1759000,0,0,0,Final,Owner Authorization,,Sitework
CO-01079,PRJ-088,CO-003,Design Error or Omission - Electrical Area B3,Design Error or Omission,Architect,Electrical,Deductive,RFI,2025-03-10,2025-03-15,2025-04-04,2025-03-27,,,Pending,-1925000,-1632000,,0,0,1,Pricing in Progress,None,,Sitework
CO-01080,PRJ-088,CO-004,Design Error or Omission - Structural Area C4,Design Error or Omission,Engineer,Structural,Zero-Cost,RFI,2024-07-23,2024-07-26,2024-08-15,2024-08-09,,2024-08-24,Rejected,0,0,0,0,0,1,Final,None,,MEP
CO-01081,PRJ-088,CO-005,Value Engineering - Civil Area C3,Value Engineering,Subcontractor,Civil,Additive,RFI,2024-02-23,2024-02-29,2024-03-20,2024-03-12,,,Pending,970000,,,0,0,0,Submitted,None,,MEP
CO-01082,PRJ-088,CO-006,Code or Regulatory Requirement - Electrical Area C5,Code or Regulatory Requirement,Subcontractor,Electrical,Additive,RFI,2025-05-02,2025-05-12,2025-06-01,2025-05-29,,,Pending,844000,,,0,0,1,Pricing in Progress,None,,Concrete
CO-01083,PRJ-088,CO-007,Design Error or Omission - Electrical Area B4,Design Error or Omission,Architect,Electrical,Additive,RFI,2024-08-03,2024-08-07,2024-08-27,2024-08-21,2024-09-08,2024-09-13,Approved,384000,389000,393000,0,0,1,Final,Construction Change Directive,2024-09-10,Metals
CO-01084,PRJ-088,CO-008,Substitution - Plumbing Area B7,Substitution,Owner,Plumbing,Additive,Schedule Recovery,2024-01-25,2024-01-30,2024-02-19,2024-02-03,2024-02-09,2024-02-10,Approved,1291000,1088000,1084000,0,0,0,Final,Executed Change Order,2024-02-11,MEP
CO-01085,PRJ-088,CO-009,Value Engineering - Architectural Area C10,Value Engineering,Architect,Architectural,Additive,RFI,2023-12-03,2023-12-04,2023-12-24,2023-12-09,2023-12-18,2023-12-23,Approved,415000,380000,378000,21,17,0,Final,Owner Authorization,2023-12-20,Envelope
CO-01086,PRJ-088,CO-010,Unforeseen Condition - General Area A10,Unforeseen Condition,Construction Manager,General,Additive,Field Condition,2024-07-03,2024-07-12,2024-08-01,2024-07-23,2024-08-01,2024-08-11,Approved,396000,324000,321000,1,0,0,Final,Executed Change Order,2024-08-07,General Conditions
CO-01087,PRJ-088,CO-011,Owner-Directed Change - Electrical Area D1,Owner-Directed Change,Architect,Electrical,Additive,Owner Request,2025-01-08,2025-01-13,2025-02-02,2025-01-19,2025-01-22,2025-02-01,Approved,526000,420000,404000,0,0,0,Final,Executed Change Order,2025-01-27,MEP
CO-01088,PRJ-088,CO-012,Design Error or Omission - Electrical Area B2,Design Error or Omission,Engineer,Electrical,Deductive,Submittal Review,2024-09-25,2024-09-30,2024-10-20,2024-10-21,,,Pending,-260000,-258000,,0,0,1,Submitted,None,,Interiors
CO-01089,PRJ-088,CO-013,Owner-Directed Change - Electrical Area C5,Owner-Directed Change,Owner,Electrical,Deductive,Owner Request,2024-11-17,2024-11-23,2024-12-13,2024-12-07,,2024-12-30,Rejected,-1142000,-927000,0,0,0,1,Final,None,,Equipment
