Event_ID,Project_ID,Item_Type,Item_ID,Event_Sequence,Event_Timestamp,From_Status,To_Status,Action_By_Role,Assigned_To_Role,Event_Action,Revision_Number,Decision_Required_Flag,Comment_Category
EVT-009084,PRJ-038,Change Order,CO-00480,2,2025-01-30T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009085,PRJ-038,Change Order,CO-00480,3,2025-02-06T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009086,PRJ-038,Change Order,CO-00480,4,2025-02-12T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009087,PRJ-038,Change Order,CO-00481,1,2025-04-22T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009088,PRJ-038,Change Order,CO-00481,2,2025-04-26T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009089,PRJ-038,Change Order,CO-00481,3,2025-05-23T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009090,PRJ-038,Change Order,CO-00482,1,2025-02-14T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009091,PRJ-038,Change Order,CO-00482,2,2025-02-17T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009092,PRJ-038,Change Order,CO-00482,3,2025-02-28T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009093,PRJ-038,Change Order,CO-00483,1,2025-04-14T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009094,PRJ-038,Change Order,CO-00483,2,2025-04-16T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009095,PRJ-038,Change Order,CO-00483,3,2025-05-09T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009096,PRJ-038,Change Order,CO-00483,4,2025-05-28T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009097,PRJ-038,Change Order,CO-00484,1,2025-02-16T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009098,PRJ-038,Change Order,CO-00484,2,2025-02-18T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009099,PRJ-038,Change Order,CO-00484,3,2025-03-11T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009100,PRJ-038,Change Order,CO-00484,4,2025-03-29T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009101,PRJ-038,Change Order,CO-00485,1,2025-05-20T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009102,PRJ-038,Change Order,CO-00485,2,2025-05-22T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009103,PRJ-038,Change Order,CO-00485,3,2025-06-13T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009104,PRJ-038,Change Order,CO-00486,1,2025-03-29T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009105,PRJ-038,Change Order,CO-00486,2,2025-04-01T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009106,PRJ-038,Change Order,CO-00486,3,2025-04-14T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009107,PRJ-038,Change Order,CO-00486,4,2025-04-18T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,2,Yes,Current workflow status
EVT-009108,PRJ-039,Change Order,CO-00487,1,2025-05-30T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009109,PRJ-039,Change Order,CO-00487,2,2025-06-04T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009110,PRJ-039,Change Order,CO-00487,3,2025-06-21T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009111,PRJ-039,Change Order,CO-00487,4,2025-08-23T15:00,Returned for Revision,Rejected,Owner Representative,Project Manager,Rejected,2,No,Final disposition
EVT-009112,PRJ-039,Change Order,CO-00488,1,2024-10-26T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009113,PRJ-039,Change Order,CO-00488,2,2024-10-31T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009114,PRJ-039,Change Order,CO-00488,3,2024-11-24T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009115,PRJ-039,Change Order,CO-00488,4,2024-12-15T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,2,No,Final disposition
EVT-009116,PRJ-039,Change Order,CO-00489,1,2024-06-10T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009117,PRJ-039,Change Order,CO-00489,2,2024-06-22T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009118,PRJ-039,Change Order,CO-00489,3,2024-07-12T15:00,Submitted,Withdrawn,Owner Representative,Project Manager,Withdrawn,0,No,Final disposition
EVT-009119,PRJ-039,Change Order,CO-00490,1,2024-12-09T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009120,PRJ-039,Change Order,CO-00490,2,2024-12-18T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009121,PRJ-039,Change Order,CO-00490,3,2025-01-09T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009122,PRJ-039,Change Order,CO-00491,1,2024-07-25T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009123,PRJ-039,Change Order,CO-00491,2,2024-08-18T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009124,PRJ-039,Change Order,CO-00491,3,2024-09-05T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009125,PRJ-039,Change Order,CO-00491,4,2024-09-20T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009126,PRJ-039,Change Order,CO-00492,1,2025-07-06T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009127,PRJ-039,Change Order,CO-00492,2,2025-07-07T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009128,PRJ-039,Change Order,CO-00492,3,2025-07-20T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009129,PRJ-039,Change Order,CO-00492,4,2025-07-31T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009130,PRJ-039,Change Order,CO-00493,1,2024-12-11T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009131,PRJ-039,Change Order,CO-00493,2,2024-12-16T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009132,PRJ-039,Change Order,CO-00493,3,2024-12-25T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009133,PRJ-039,Change Order,CO-00493,4,2025-02-21T15:00,Returned for Revision,Rejected,Owner Representative,Project Manager,Rejected,1,No,Final disposition
EVT-009134,PRJ-039,Change Order,CO-00494,1,2024-12-01T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009135,PRJ-039,Change Order,CO-00494,2,2024-12-11T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009136,PRJ-039,Change Order,CO-00494,3,2025-01-05T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009137,PRJ-039,Change Order,CO-00494,4,2025-01-26T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,2,No,Final disposition
EVT-009138,PRJ-039,Change Order,CO-00495,1,2024-07-05T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009139,PRJ-039,Change Order,CO-00495,2,2024-07-12T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009140,PRJ-039,Change Order,CO-00495,3,2024-07-20T15:00,Submitted,Pending,Owner Representative,Project Manager,Hold or review,0,Yes,Current workflow status
EVT-009141,PRJ-039,Change Order,CO-00496,1,2025-01-26T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009142,PRJ-039,Change Order,CO-00496,2,2025-01-30T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009143,PRJ-039,Change Order,CO-00496,3,2025-03-07T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009144,PRJ-039,Change Order,CO-00496,4,2025-04-06T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009145,PRJ-040,Change Order,CO-00497,1,2024-07-13T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009146,PRJ-040,Change Order,CO-00497,2,2024-07-19T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009147,PRJ-040,Change Order,CO-00497,3,2024-08-08T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009148,PRJ-040,Change Order,CO-00497,4,2024-09-27T15:00,Returned for Revision,Rejected,Owner Representative,Project Manager,Rejected,1,No,Final disposition
EVT-009149,PRJ-040,Change Order,CO-00498,1,2025-05-26T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009150,PRJ-040,Change Order,CO-00498,2,2025-05-31T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009151,PRJ-040,Change Order,CO-00498,3,2025-06-08T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009152,PRJ-040,Change Order,CO-00498,4,2025-06-29T15:00,Returned for Revision,Withdrawn,Owner Representative,Project Manager,Withdrawn,1,No,Final disposition
EVT-009153,PRJ-040,Change Order,CO-00499,1,2025-08-06T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009154,PRJ-040,Change Order,CO-00499,2,2025-08-09T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009155,PRJ-040,Change Order,CO-00499,3,2025-08-27T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009156,PRJ-040,Change Order,CO-00500,1,2024-09-11T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009157,PRJ-040,Change Order,CO-00500,2,2024-09-24T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009158,PRJ-040,Change Order,CO-00500,3,2024-10-09T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009159,PRJ-040,Change Order,CO-00500,4,2024-10-23T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009160,PRJ-040,Change Order,CO-00501,1,2024-04-08T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009161,PRJ-040,Change Order,CO-00501,2,2024-04-11T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009162,PRJ-040,Change Order,CO-00501,3,2024-05-13T15:00,Submitted,Withdrawn,Owner Representative,Project Manager,Withdrawn,0,No,Final disposition
EVT-009163,PRJ-040,Change Order,CO-00502,1,2025-07-25T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009164,PRJ-040,Change Order,CO-00502,2,2025-08-07T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009165,PRJ-040,Change Order,CO-00502,3,2025-09-07T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009166,PRJ-040,Change Order,CO-00503,1,2024-07-11T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009167,PRJ-040,Change Order,CO-00503,2,2024-07-18T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009168,PRJ-040,Change Order,CO-00503,3,2024-07-30T15:00,Submitted,Pending,Owner Representative,Project Manager,Hold or review,0,Yes,Current workflow status
EVT-009169,PRJ-040,Change Order,CO-00504,1,2025-03-21T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009170,PRJ-040,Change Order,CO-00504,2,2025-03-31T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009171,PRJ-040,Change Order,CO-00504,3,2025-04-26T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009172,PRJ-040,Change Order,CO-00504,4,2025-05-19T15:00,Returned for Revision,Approved,Owner Representative,Project Manager,Approve,1,No,Final disposition
EVT-009173,PRJ-040,Change Order,CO-00505,1,2024-04-10T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009174,PRJ-040,Change Order,CO-00505,2,2024-04-23T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009175,PRJ-040,Change Order,CO-00505,3,2024-05-25T15:00,Submitted,Approved,Owner Representative,Project Manager,Approve,0,No,Final disposition
EVT-009176,PRJ-040,Change Order,CO-00506,1,2024-03-31T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009177,PRJ-040,Change Order,CO-00506,2,2024-04-16T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009178,PRJ-040,Change Order,CO-00506,3,2024-05-16T15:00,Submitted,Withdrawn,Owner Representative,Project Manager,Withdrawn,0,No,Final disposition
EVT-009179,PRJ-040,Change Order,CO-00507,1,2024-02-09T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009180,PRJ-040,Change Order,CO-00507,2,2024-02-15T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009181,PRJ-040,Change Order,CO-00507,3,2024-03-05T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009182,PRJ-040,Change Order,CO-00507,4,2024-03-02T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-009183,PRJ-040,Change Order,CO-00508,1,2024-10-07T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009184,PRJ-040,Change Order,CO-00508,2,2024-10-11T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009185,PRJ-040,Change Order,CO-00508,3,2024-10-29T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009186,PRJ-040,Change Order,CO-00508,4,2024-10-31T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-009187,PRJ-040,Change Order,CO-00509,1,2025-11-01T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009188,PRJ-040,Change Order,CO-00509,2,2025-11-19T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009189,PRJ-040,Change Order,CO-00509,3,2025-11-30T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009190,PRJ-040,Change Order,CO-00509,4,2025-12-02T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-009191,PRJ-041,Change Order,CO-00510,1,2022-04-05T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
EVT-009192,PRJ-041,Change Order,CO-00510,2,2022-04-08T10:00,Identified,Submitted,Cost Manager,Owner Representative,Submit pricing,0,Yes,Commercial submission
EVT-009193,PRJ-041,Change Order,CO-00510,3,2022-04-15T14:00,Submitted,Returned for Revision,Owner Representative,Cost Manager,Return pricing,1,Yes,Pricing clarification
EVT-009194,PRJ-041,Change Order,CO-00510,4,2022-04-17T15:00,Returned for Revision,Pending,Owner Representative,Project Manager,Hold or review,1,Yes,Current workflow status
EVT-009195,PRJ-041,Change Order,CO-00511,1,2022-09-06T09:00,,Identified,Project Manager,Cost Manager,Identify,0,Yes,Potential change identified
